carat;depth;table;price;quality
0.5;62.1;55.0;1554;Ideal
0.5;61.5;55.0;1554;Ideal
0.5;61.6;56.0;1554;Ideal
0.57;61.7;54.0;1554;Ideal
0.57;61.3;56.0;1554;Ideal
0.51;59.2;62.0;1554;Good
0.59;59.3;58.0;1555;Very Good
0.52;60.9;58.0;1555;Very Good
0.5;61.2;56.0;1555;Ideal
0.52;61.6;55.0;1555;Ideal
0.54;59.6;59.0;1555;Premium
0.54;60.4;58.0;1555;Premium
0.59;62.8;56.0;1556;Very Good
0.7;63.2;60.0;1556;Good
0.55;60.3;62.0;1556;Premium
0.55;60.9;56.0;1556;Ideal
0.5;62.8;61.0;1556;Premium
0.55;62.4;56.0;1556;Ideal
0.55;59.6;59.0;1556;Premium
0.6;60.8;60.0;1557;Very Good
0.51;60.7;56.0;1557;Ideal
0.51;61.3;55.0;1557;Ideal
0.51;61.8;55.0;1557;Ideal
0.5;61.9;62.0;1558;Very Good
0.57;61.6;55.0;1558;Ideal
0.58;61.2;55.0;1558;Ideal
0.46;61.6;54.0;1558;Ideal
0.53;61.5;61.0;1558;Premium
0.5;62.7;55.0;1559;Ideal
0.54;59.6;62.0;1559;Very Good
0.55;59.7;60.0;1559;Very Good
0.5;62.9;55.0;1559;Very Good
0.5;62.7;59.0;1559;Premium
0.5;62.9;60.0;1559;Very Good
0.5;62.3;57.0;1559;Ideal
0.5;62.8;60.0;1559;Very Good
0.5;62.0;58.0;1559;Premium
0.5;60.0;59.0;1559;Premium
0.5;62.6;58.0;1559;Premium
0.5;62.0;56.0;1559;Ideal
0.5;62.1;62.0;1559;Premium
0.51;63.3;56.0;1560;Very Good
0.54;61.0;56.0;1560;Ideal
0.66;61.9;55.0;1560;Ideal
0.46;60.9;57.0;1560;Ideal
0.53;63.3;56.0;1561;Very Good
0.59;62.4;58.0;1561;Very Good
0.5;60.2;60.0;1561;Very Good
0.53;63.5;59.0;1561;Good
0.59;62.2;55.0;1561;Ideal
0.57;59.3;61.0;1561;Good
0.59;62.4;59.0;1561;Premium
0.59;62.0;57.0;1561;Ideal
0.51;61.3;56.0;1562;Ideal
0.51;62.7;57.0;1562;Ideal
0.6;61.7;56.0;1562;Ideal
0.51;61.3;56.0;1562;Ideal
0.51;63.2;55.0;1562;Very Good
0.5;61.0;61.0;1562;Premium
0.55;61.6;56.0;1563;Very Good
0.54;64.0;59.5;1563;Very Good
0.51;61.7;56.0;1563;Ideal
0.54;62.0;55.0;1563;Ideal
0.62;61.6;56.0;1563;Ideal
0.5;60.9;57.0;1563;Ideal
0.54;60.6;61.0;1563;Good
0.55;62.8;63.0;1563;Good
0.58;56.7;60.0;1563;Good
0.54;62.7;57.0;1564;Ideal
0.53;61.4;56.0;1564;Ideal
0.7;66.4;56.0;1564;Fair
0.6;63.7;57.4;1565;Very Good
0.57;60.7;58.0;1565;Very Good
0.6;63.1;57.0;1565;Very Good
0.6;63.5;59.9;1565;Very Good
0.5;61.1;58.0;1565;Very Good
0.5;61.1;58.0;1565;Ideal
0.63;61.8;56.0;1565;Ideal
0.5;60.9;60.4;1565;Good
0.5;61.9;61.5;1565;Good
0.6;61.3;61.2;1565;Good
0.47;61.8;58.0;1566;Very Good
0.53;62.3;55.0;1566;Ideal
0.53;62.3;56.0;1566;Ideal
0.53;62.0;57.0;1566;Ideal
0.53;61.4;58.0;1566;Premium
0.55;60.8;56.0;1566;Ideal
0.58;61.1;63.0;1566;Very Good
0.54;61.8;55.0;1567;Ideal
0.57;61.6;56.0;1567;Ideal
0.54;61.4;57.0;1567;Ideal
0.51;61.5;60.0;1567;Premium
0.51;61.6;58.0;1567;Premium
0.71;61.7;59.0;1567;Premium
0.5;62.4;57.0;1568;Very Good
0.56;60.0;58.0;1568;Ideal
0.5;62.9;56.0;1569;Very Good
0.5;63.3;56.0;1569;Very Good
0.5;62.9;58.0;1569;Very Good
0.51;60.1;60.0;1569;Premium
0.51;60.6;56.0;1569;Ideal
0.51;60.9;59.0;1569;Very Good
0.51;61.0;60.0;1569;Very Good
0.51;61.6;56.0;1569;Ideal
0.51;60.3;59.0;1569;Premium
0.51;62.3;57.0;1569;Very Good
0.51;62.1;58.0;1569;Premium
0.51;60.1;60.0;1569;Premium
0.51;62.9;55.0;1569;Very Good
0.51;61.8;55.0;1569;Ideal
0.51;61.7;55.0;1569;Ideal
0.51;62.4;57.0;1569;Ideal
0.51;61.6;58.0;1569;Premium
0.51;62.8;56.0;1569;Very Good
0.51;62.9;57.0;1569;Very Good
0.51;61.4;56.0;1569;Ideal
0.51;63.2;56.5;1569;Good
0.51;61.0;58.0;1569;Very Good
0.61;61.1;56.0;1569;Ideal
0.5;62.0;54.0;1569;Ideal
0.5;62.6;57.0;1569;Ideal
0.58;60.9;55.0;1569;Ideal
0.51;61.9;54.0;1569;Ideal
0.4;61.9;56.0;1570;Ideal
0.91;67.0;62.0;1570;Fair
0.52;62.8;58.0;1571;Very Good
0.42;61.7;56.0;1571;Ideal
0.52;62.2;55.0;1571;Ideal
0.56;60.7;56.0;1571;Ideal
0.55;62.1;56.0;1571;Ideal
0.57;61.8;57.0;1571;Premium
0.57;60.7;58.0;1571;Premium
0.57;61.6;57.0;1571;Ideal
0.57;59.5;58.0;1571;Premium
0.57;62.7;59.0;1571;Premium
0.57;61.4;57.0;1571;Ideal
0.5;63.0;57.0;1571;Ideal
0.57;61.1;59.0;1571;Premium
0.54;61.7;56.0;1571;Ideal
0.46;62.0;56.0;1572;Very Good
0.61;62.4;57.0;1572;Very Good
0.52;63.5;58.0;1572;Very Good
0.59;60.7;56.0;1572;Premium
0.59;60.2;57.0;1572;Ideal
0.59;61.2;60.0;1572;Premium
0.59;62.3;55.0;1572;Ideal
0.54;61.3;57.0;1572;Ideal
0.62;59.9;58.0;1572;Premium
0.59;63.5;55.0;1573;Good
0.57;60.2;59.0;1573;Ideal
0.51;61.8;57.0;1573;Ideal
0.52;61.8;56.0;1573;Ideal
0.48;62.0;57.0;1574;Ideal
0.51;62.7;59.0;1574;Premium
0.51;62.4;58.0;1574;Premium
0.51;63.1;57.0;1574;Very Good
0.51;63.1;58.0;1574;Very Good
0.51;63.2;56.0;1574;Very Good
0.51;62.3;60.0;1574;Premium
0.51;63.5;56.0;1574;Very Good
0.51;63.0;55.0;1574;Premium
0.51;63.7;56.0;1574;Good
0.51;62.9;57.0;1574;Ideal
0.51;61.8;55.0;1574;Ideal
0.51;62.3;61.0;1574;Premium
0.51;63.5;55.0;1574;Very Good
0.51;63.6;57.0;1574;Good
0.51;63.0;59.0;1574;Premium
0.51;63.5;56.0;1574;Very Good
0.51;60.1;59.0;1574;Premium
0.51;61.0;57.0;1574;Ideal
0.54;59.6;59.0;1574;Ideal
0.51;59.9;61.0;1574;Premium
0.51;60.6;56.0;1575;Ideal
0.5;61.6;57.0;1575;Ideal
0.52;62.0;55.4;1575;Ideal
0.53;61.2;54.0;1576;Very Good
0.52;61.4;54.0;1576;Ideal
0.52;61.3;56.0;1576;Ideal
0.52;62.1;56.0;1576;Ideal
0.52;63.9;56.0;1576;Good
0.52;62.5;60.0;1576;Premium
0.52;61.3;57.0;1576;Ideal
0.56;61.8;54.1;1576;Very Good
0.52;60.7;56.0;1576;Ideal
0.52;61.7;57.0;1576;Ideal
0.52;60.4;57.0;1576;Ideal
0.52;61.6;59.0;1576;Premium
0.52;63.4;57.0;1576;Good
0.52;61.5;56.0;1576;Ideal
0.51;62.2;61.0;1577;Very Good
0.51;63.6;59.0;1577;Very Good
0.49;58.1;62.0;1577;Premium
0.53;61.8;55.0;1577;Ideal
0.53;61.2;56.0;1577;Ideal
0.53;61.6;57.0;1577;Ideal
0.51;62.5;57.0;1577;Ideal
0.52;62.0;55.0;1577;Ideal
0.52;61.4;57.0;1577;Premium
0.52;63.2;58.0;1577;Very Good
0.52;62.4;55.0;1577;Ideal
0.52;59.2;60.0;1577;Premium
0.52;63.1;58.0;1577;Very Good
0.52;62.1;58.0;1577;Premium
0.52;62.4;56.0;1577;Premium
0.52;62.0;58.0;1577;Premium
0.52;61.0;60.0;1577;Premium
0.52;61.7;58.0;1577;Premium
0.52;62.2;55.0;1577;Ideal
0.52;61.6;55.0;1577;Ideal
0.52;59.8;61.0;1577;Premium
0.52;62.3;59.0;1577;Premium
0.6;63.0;60.0;1577;Premium
0.5;65.0;55.0;1577;Fair
0.53;63.2;58.0;1578;Very Good
0.56;63.9;56.0;1578;Very Good
0.56;62.5;58.0;1578;Very Good
0.56;62.3;57.0;1578;Ideal
0.53;61.4;58.0;1579;Premium
0.61;62.0;54.0;1579;Ideal
0.62;61.1;59.0;1579;Premium
0.62;61.1;59.0;1579;Premium
0.72;60.9;57.0;1579;Premium
0.33;61.2;57.0;520;Premium
0.3;62.5;59.0;520;Premium
0.36;62.7;57.0;520;Ideal
0.34;60.0;58.0;521;Very Good
0.33;61.2;56.0;521;Very Good
0.34;63.4;57.0;521;Very Good
0.32;61.0;57.0;521;Ideal
0.31;64.0;54.0;521;Good
0.31;59.3;59.0;521;Premium
0.33;62.0;59.0;521;Very Good
0.33;61.7;59.0;521;Premium
0.33;61.6;57.0;521;Ideal
0.33;60.7;57.0;521;Ideal
0.33;61.1;59.0;521;Premium
0.33;63.2;57.0;521;Good
0.33;62.4;58.0;521;Premium
0.33;62.8;59.0;521;Very Good
0.33;60.7;57.0;521;Ideal
0.3;63.6;54.0;521;Good
0.33;59.5;60.0;521;Premium
0.33;61.2;55.0;521;Ideal
0.33;62.7;58.0;521;Premium
0.33;63.1;56.0;521;Good
0.33;61.6;60.0;521;Premium
0.33;61.3;60.0;521;Premium
0.33;62.3;58.0;521;Premium
0.33;61.4;58.0;521;Very Good
0.33;62.2;57.0;521;Very Good
0.24;59.5;62.0;521;Very Good
0.24;60.3;61.0;521;Very Good
0.72;60.4;61.0;1579;Premium
0.5;63.8;56.0;1580;Very Good
0.5;63.2;59.0;1580;Very Good
0.56;62.5;57.0;1580;Very Good
0.56;62.8;56.0;1580;Very Good
0.55;61.2;55.0;1580;Ideal
0.56;61.0;57.0;1580;Ideal
0.56;62.7;57.0;1580;Ideal
0.56;61.7;56.0;1580;Ideal
0.56;61.7;56.0;1580;Ideal
0.56;61.9;55.0;1580;Ideal
0.56;61.2;56.0;1580;Ideal
0.56;62.0;57.0;1580;Ideal
0.56;62.1;56.0;1580;Ideal
0.56;60.9;58.0;1580;Very Good
0.55;62.7;55.0;1580;Ideal
0.55;61.6;56.0;1580;Very Good
0.56;62.0;56.0;1580;Ideal
0.56;62.4;56.0;1580;Very Good
0.56;62.3;56.0;1580;Ideal
0.7;62.5;58.0;1580;Very Good
0.55;62.2;58.0;1580;Premium
0.56;60.9;56.0;1580;Ideal
0.55;62.7;59.0;1580;Premium
0.56;60.6;57.0;1580;Ideal
0.56;62.0;56.0;1580;Ideal
0.58;62.3;53.0;1580;Ideal
0.54;62.0;54.0;1580;Ideal
0.51;61.5;55.0;1580;Ideal
0.51;61.1;57.0;1580;Ideal
0.58;62.2;58.0;1580;Ideal
0.43;61.5;56.0;1580;Ideal
0.43;62.0;56.0;1580;Ideal
0.43;60.9;57.0;1580;Ideal
0.4;61.3;58.0;1580;Premium
0.6;61.5;55.0;1580;Ideal
0.52;60.4;56.0;1581;Very Good
0.52;61.8;58.0;1581;Very Good
0.52;61.8;57.0;1581;Ideal
0.5;60.7;59.0;1581;Premium
0.5;60.5;60.0;1581;Premium
0.5;62.0;56.0;1581;Ideal
0.67;64.2;55.6;1581;Good
0.52;62.5;58.0;1582;Ideal
0.41;61.6;58.0;1582;Premium
0.41;62.3;55.0;1582;Ideal
0.41;62.3;53.0;1582;Premium
0.41;62.2;56.0;1582;Ideal
0.41;60.6;57.0;1582;Ideal
0.41;62.3;57.0;1582;Ideal
0.54;61.1;59.0;1583;Very Good
0.51;58.1;60.0;1583;Very Good
0.5;61.0;59.0;1583;Premium
0.51;60.6;57.0;1583;Ideal
0.4;60.9;57.0;1583;Ideal
0.5;62.5;60.0;1583;Premium
0.5;63.4;58.0;1583;Very Good
0.5;63.0;58.0;1583;Premium
0.5;60.9;59.0;1583;Premium
0.5;62.9;56.0;1584;Very Good
0.43;59.6;58.0;1584;Premium
0.43;62.3;56.0;1584;Ideal
0.66;62.4;56.0;1584;Ideal
0.55;61.4;56.0;1584;Ideal
0.55;60.8;56.0;1584;Ideal
0.53;61.4;55.0;1585;Ideal
0.56;62.2;57.0;1585;Ideal
0.51;61.0;56.0;1585;Ideal
0.51;60.9;56.0;1585;Ideal
0.53;61.9;55.0;1585;Ideal
0.56;60.1;58.0;1585;Premium
0.46;62.6;57.0;1586;Ideal
0.52;61.2;56.0;1586;Ideal
0.52;61.9;55.0;1586;Ideal
0.54;62.3;55.0;1586;Ideal
0.52;61.0;55.0;1586;Ideal
0.58;62.2;55.0;1586;Premium
0.55;58.5;65.0;1587;Very Good
0.53;61.2;57.0;1587;Ideal
0.49;62.3;57.0;1588;Very Good
0.51;61.0;56.0;1588;Very Good
0.52;62.5;57.0;1588;Ideal
0.75;62.9;56.0;1588;Premium
0.55;62.2;54.0;1588;Ideal
0.55;61.9;55.0;1588;Ideal
0.5;63.0;60.0;1588;Premium
0.61;61.9;57.0;1588;Ideal
0.61;61.2;58.0;1588;Premium
0.72;60.6;61.0;1588;Premium
0.55;58.1;62.0;1589;Very Good
0.5;64.0;56.0;1589;Good
0.64;60.8;54.0;1589;Ideal
0.61;63.3;57.5;1590;Very Good
0.56;63.4;58.0;1590;Very Good
0.48;62.5;56.0;1590;Ideal
0.54;61.8;57.0;1590;Ideal
0.51;63.4;57.0;1590;Good
0.51;62.5;60.0;1590;Premium
0.51;61.7;53.0;1590;Ideal
0.51;63.0;59.0;1590;Very Good
0.59;62.6;61.0;1590;Premium
0.57;62.2;55.0;1590;Premium
0.59;60.2;60.0;1590;Premium
0.52;61.1;56.0;1591;Very Good
0.61;62.0;53.0;1591;Ideal
0.61;62.5;54.0;1591;Ideal
0.51;61.9;55.0;1591;Ideal
0.51;61.0;55.0;1591;Ideal
0.52;61.7;56.0;1591;Ideal
0.55;60.9;56.0;1591;Ideal
0.5;62.7;57.0;1591;Ideal
0.56;62.3;53.0;1591;Ideal
0.51;61.0;58.0;1591;Premium
0.53;63.8;56.0;1591;Good
0.53;62.7;57.0;1592;Very Good
0.5;61.3;58.0;1592;Very Good
0.5;62.9;55.0;1592;Very Good
0.57;59.8;59.0;1592;Very Good
0.55;63.1;56.0;1593;Very Good
0.54;60.0;59.8;1593;Very Good
0.55;61.7;56.0;1593;Ideal
0.55;61.3;59.0;1593;Premium
0.55;62.7;57.0;1593;Ideal
0.52;61.5;55.0;1593;Ideal
0.52;60.3;57.0;1593;Ideal
0.5;62.8;57.0;1593;Premium
0.51;61.1;55.0;1593;Ideal
0.5;59.9;58.0;1593;Premium
0.51;61.5;58.0;1593;Premium
0.52;58.6;63.0;1594;Good
0.54;61.5;56.0;1594;Ideal
0.59;61.4;58.0;1595;Very Good
0.54;62.6;55.0;1595;Ideal
0.54;62.3;60.0;1595;Premium
0.52;60.8;57.0;1595;Ideal
0.51;62.0;56.0;1595;Ideal
0.51;61.3;55.7;1595;Ideal
0.56;60.2;60.0;1595;Premium
0.62;61.7;59.0;1595;Premium
0.55;62.0;55.0;1596;Ideal
0.55;60.3;57.0;1596;Ideal
0.5;63.3;57.0;1596;Good
0.55;59.8;57.0;1596;Ideal
0.6;64.2;57.0;1597;Very Good
0.51;60.9;58.0;1597;Premium
0.51;61.9;55.0;1597;Ideal
0.51;62.9;56.0;1597;Very Good
0.58;62.0;54.0;1597;Ideal
0.7;61.6;60.0;1597;Premium
0.5;61.6;57.0;1598;Very Good
0.5;61.0;56.0;1598;Very Good
0.55;61.7;56.4;1598;Ideal
0.53;60.9;57.0;1598;Ideal
0.52;62.0;56.0;1598;Ideal
0.55;62.5;62.0;1599;Very Good
0.51;63.7;55.0;1599;Very Good
0.51;62.7;58.0;1599;Very Good
0.51;61.4;54.0;1599;Ideal
0.51;62.2;55.0;1599;Ideal
0.51;61.6;54.0;1599;Ideal
0.6;57.1;61.0;1599;Good
0.6;63.2;57.0;1599;Very Good
0.9;58.8;62.0;1599;Premium
0.54;61.6;59.0;1600;Very Good
0.52;62.4;56.0;1600;Ideal
0.52;61.8;57.0;1600;Ideal
0.52;62.5;54.0;1600;Ideal
0.52;62.7;56.0;1600;Ideal
0.52;60.0;56.0;1600;Ideal
0.52;62.2;57.0;1600;Ideal
0.52;60.7;59.0;1600;Very Good
0.52;62.4;57.0;1600;Ideal
0.54;61.5;56.0;1600;Good
0.52;61.4;58.0;1600;Premium
0.52;61.5;55.0;1600;Ideal
0.52;62.1;59.0;1600;Premium
0.52;60.9;57.0;1600;Ideal
0.54;62.6;59.0;1600;Premium
0.52;62.2;58.0;1600;Premium
0.58;62.4;58.0;1600;Ideal
0.51;62.0;58.0;1601;Very Good
0.51;60.6;60.0;1601;Very Good
0.53;63.2;56.0;1601;Very Good
0.52;59.2;59.0;1601;Very Good
0.52;63.4;54.0;1601;Very Good
0.5;61.3;56.2;1601;Ideal
0.5;62.2;54.1;1601;Ideal
0.6;61.4;57.0;1601;Ideal
0.53;61.2;56.0;1601;Ideal
0.5;61.4;58.0;1601;Ideal
0.54;59.9;63.0;1601;Good
0.5;63.3;58.0;1602;Very Good
0.51;56.3;61.0;1602;Fair
0.51;62.0;59.0;1602;Premium
0.5;61.9;59.0;1603;Very Good
0.5;62.2;57.0;1603;Ideal
0.7;60.9;59.0;1603;Very Good
0.5;62.3;55.0;1603;Ideal
0.5;63.9;55.0;1604;Very Good
0.51;61.4;60.0;1604;Very Good
0.55;61.2;56.8;1604;Ideal
0.53;61.7;54.0;1604;Ideal
0.56;61.0;60.0;1605;Premium
0.56;62.6;58.0;1605;Very Good
0.5;60.9;58.0;1605;Very Good
0.57;61.7;54.8;1605;Very Good
0.56;60.8;57.0;1605;Ideal
0.54;61.7;56.0;1605;Ideal
0.54;61.2;56.0;1605;Ideal
0.51;61.5;58.0;1605;Ideal
0.55;61.9;57.0;1605;Ideal
0.55;61.3;56.0;1605;Ideal
0.55;61.7;55.0;1605;Ideal
0.58;58.4;59.0;1605;Good
0.52;62.5;58.0;1605;Premium
0.52;61.4;62.0;1605;Premium
0.52;63.6;56.0;1605;Good
0.52;63.0;56.0;1605;Ideal
0.52;61.8;59.0;1605;Premium
0.52;61.8;56.0;1605;Ideal
0.52;62.7;58.0;1605;Premium
0.52;60.9;61.0;1605;Premium
0.52;63.9;58.0;1605;Good
0.52;63.7;55.0;1605;Good
0.52;62.9;56.0;1605;Ideal
0.52;63.0;57.0;1605;Ideal
0.52;63.3;58.0;1605;Very Good
0.52;61.7;63.0;1605;Very Good
0.52;61.6;58.0;1605;Premium
0.57;62.2;58.0;1606;Premium
0.57;60.6;59.0;1606;Premium
0.5;63.3;57.0;1606;Very Good
0.52;62.4;57.0;1607;Very Good
0.53;60.6;57.0;1607;Very Good
0.53;62.5;57.0;1607;Ideal
0.53;61.7;55.0;1607;Ideal
0.53;61.9;57.0;1607;Very Good
0.53;63.7;55.0;1607;Good
0.53;58.3;62.0;1607;Very Good
0.53;63.0;58.0;1607;Very Good
0.53;62.0;55.0;1607;Ideal
0.53;61.0;57.0;1607;Ideal
0.53;61.6;57.0;1607;Ideal
0.53;63.4;56.0;1607;Good
0.53;61.4;55.0;1607;Very Good
0.53;64.0;55.0;1607;Good
0.53;60.9;59.0;1607;Ideal
0.58;60.9;56.0;1607;Ideal
0.59;62.0;57.0;1607;Ideal
0.54;62.1;55.0;1607;Ideal
0.53;60.5;57.0;1607;Premium
0.53;63.0;56.0;1607;Premium
0.53;61.7;56.0;1607;Ideal
0.53;62.1;56.0;1607;Ideal
0.53;61.2;56.0;1607;Ideal
0.53;63.4;56.0;1607;Very Good
0.53;62.3;58.0;1607;Premium
0.53;61.3;57.0;1607;Ideal
0.53;62.5;56.0;1607;Ideal
0.53;62.5;55.0;1607;Ideal
0.53;61.2;57.0;1607;Premium
0.53;60.4;57.0;1607;Ideal
0.53;62.4;59.0;1607;Premium
0.53;62.5;56.0;1607;Premium
0.53;61.8;56.0;1607;Ideal
0.53;62.0;58.0;1607;Premium
0.53;62.6;58.0;1607;Premium
0.53;61.9;56.0;1607;Premium
0.53;61.6;56.0;1607;Ideal
0.53;60.6;57.0;1607;Ideal
0.53;62.0;55.0;1607;Ideal
0.53;61.8;56.0;1607;Ideal
0.53;62.0;56.0;1607;Ideal
0.53;60.0;60.0;1607;Premium
0.53;61.6;56.0;1607;Ideal
0.53;60.7;59.0;1607;Premium
0.53;60.1;54.0;1607;Ideal
0.5;60.3;58.0;1608;Ideal
0.5;60.4;55.0;1608;Ideal
0.57;61.8;56.0;1608;Ideal
0.57;62.6;55.0;1608;Very Good
0.57;61.9;56.0;1608;Ideal
0.57;61.8;57.0;1608;Ideal
0.57;62.1;56.0;1608;Ideal
0.57;62.1;57.0;1608;Very Good
0.57;61.6;57.0;1608;Ideal
0.57;59.7;59.0;1608;Premium
0.56;62.7;56.0;1608;Ideal
0.56;62.5;56.0;1608;Ideal
0.56;62.3;55.0;1608;Ideal
0.57;61.4;58.0;1608;Premium
0.57;62.1;58.0;1608;Premium
0.57;61.7;56.0;1608;Ideal
0.57;60.3;57.0;1608;Very Good
0.57;61.8;57.0;1608;Ideal
0.57;62.8;57.0;1608;Very Good
0.58;60.3;57.0;1608;Very Good
0.41;61.1;56.0;1608;Ideal
0.51;62.1;54.0;1608;Ideal
0.54;61.7;55.0;1609;Ideal
0.24;58.8;58.0;521;Very Good
0.24;60.6;59.0;521;Very Good
0.33;63.8;55.0;521;Good
0.33;60.4;60.0;521;Premium
0.28;62.7;54.0;522;Very Good
0.28;62.0;55.0;522;Very Good
0.28;61.4;55.0;522;Very Good
0.28;62.3;56.0;522;Very Good
0.28;61.1;56.0;522;Very Good
0.28;62.5;53.0;522;Very Good
0.28;62.0;57.0;522;Ideal
0.28;62.7;55.0;522;Ideal
0.35;63.8;54.0;522;Good
0.35;61.3;56.0;522;Ideal
0.29;62.0;58.0;522;Very Good
0.35;63.3;55.0;522;Good
0.35;60.3;60.0;522;Premium
0.35;62.2;56.0;522;Ideal
0.35;61.8;57.0;522;Ideal
0.35;60.8;58.0;522;Premium
0.35;62.3;58.0;522;Premium
0.35;63.4;56.0;522;Good
0.35;62.4;55.0;522;Ideal
0.24;61.5;56.0;523;Ideal
0.36;61.8;55.0;523;Ideal
0.36;61.6;55.0;523;Ideal
0.36;61.8;55.0;523;Ideal
0.32;61.5;55.0;523;Ideal
0.32;61.3;56.0;523;Ideal
0.32;62.0;54.0;523;Ideal
0.55;62.6;57.0;1609;Very Good
0.7;63.6;56.0;1609;Very Good
0.49;61.3;55.0;1609;Ideal
0.66;62.4;58.0;1609;Ideal
0.55;62.5;56.0;1609;Ideal
0.55;61.8;58.0;1609;Ideal
0.71;62.6;57.0;1609;Ideal
0.71;60.7;59.0;1609;Premium
0.72;63.8;59.0;1609;Good
0.53;60.5;55.0;1610;Very Good
0.53;60.2;55.0;1610;Ideal
0.5;62.3;58.0;1610;Premium
0.5;61.1;59.0;1610;Premium
0.5;62.8;58.0;1610;Premium
0.5;62.1;57.0;1610;Ideal
0.73;63.7;57.0;1610;Good
0.73;61.2;56.0;1610;Premium
0.51;60.1;57.0;1611;Ideal
0.55;61.3;56.0;1611;Ideal
0.53;60.1;60.0;1612;Very Good
0.5;61.5;57.0;1612;Ideal
0.51;61.4;56.0;1612;Very Good
0.51;62.8;56.0;1612;Very Good
0.57;61.3;57.0;1612;Ideal
0.56;61.6;56.0;1612;Ideal
0.65;61.9;58.0;1612;Premium
0.57;60.7;55.0;1613;Ideal
0.54;61.3;55.0;1613;Ideal
0.6;60.6;57.0;1613;Ideal
0.47;65.2;56.0;1613;Good
0.5;61.4;61.0;1613;Good
0.5;61.5;61.0;1613;Good
0.57;64.1;55.0;1613;Good
0.57;61.7;58.0;1613;Premium
0.57;59.4;58.0;1613;Premium
0.57;61.9;56.0;1613;Ideal
0.57;61.2;57.0;1613;Ideal
0.57;62.2;57.0;1613;Ideal
0.57;62.2;55.0;1613;Ideal
0.56;62.0;56.0;1614;Very Good
0.61;61.6;58.0;1614;Premium
0.51;60.6;60.0;1614;Premium
0.5;61.4;55.0;1614;Ideal
0.5;61.4;55.0;1614;Ideal
0.51;62.0;54.0;1614;Ideal
0.5;61.3;59.0;1614;Premium
0.61;60.0;61.0;1614;Premium
0.62;61.3;58.8;1615;Very Good
0.62;62.6;57.0;1615;Ideal
0.5;62.9;54.9;1615;Good
0.5;61.4;59.0;1615;Very Good
0.53;61.4;55.0;1615;Ideal
0.54;61.0;56.0;1615;Ideal
0.48;61.9;55.0;1615;Ideal
0.53;61.5;57.0;1615;Ideal
0.47;62.1;56.0;1616;Very Good
0.48;59.1;62.0;1616;Very Good
0.51;58.8;60.0;1616;Very Good
0.56;61.5;55.0;1616;Ideal
0.62;61.2;54.0;1616;Ideal
0.56;62.0;55.0;1616;Ideal
0.56;61.8;55.0;1616;Ideal
0.47;61.0;55.0;1617;Ideal
0.57;62.2;60.0;1617;Very Good
0.57;63.0;58.0;1617;Very Good
0.52;62.1;57.0;1617;Ideal
0.55;61.9;59.0;1617;Premium
0.5;61.8;56.0;1617;Ideal
0.59;61.5;59.0;1618;Very Good
0.52;60.2;57.0;1618;Very Good
0.47;62.2;53.0;1618;Ideal
0.62;61.4;56.0;1618;Ideal
0.53;61.6;55.0;1619;Ideal
0.7;62.0;56.0;1619;Very Good
0.56;60.8;57.0;1619;Ideal
0.5;62.2;56.0;1619;Ideal
0.54;62.0;55.0;1619;Ideal
0.54;64.1;55.0;1619;Good
0.52;62.0;55.0;1619;Ideal
0.52;63.0;58.0;1619;Premium
0.51;59.2;56.0;1619;Ideal
0.51;61.4;58.0;1619;Premium
0.51;62.2;58.0;1619;Premium
0.51;62.6;57.0;1619;Ideal
0.51;61.0;57.0;1619;Ideal
0.52;60.9;58.0;1619;Premium
0.51;62.8;57.0;1619;Ideal
0.52;61.8;55.4;1620;Ideal
0.59;62.9;58.0;1621;Very Good
0.52;62.1;54.0;1621;Ideal
0.52;62.8;55.0;1621;Very Good
0.52;61.3;56.0;1621;Ideal
0.52;59.5;58.0;1621;Very Good
0.52;62.4;57.0;1621;Ideal
0.53;61.9;55.0;1621;Ideal
0.55;61.6;56.0;1621;Ideal
0.55;60.1;57.0;1621;Ideal
0.53;61.6;56.0;1621;Ideal
0.41;61.1;58.0;1621;Ideal
0.42;61.8;55.0;1621;Ideal
0.42;62.8;56.0;1621;Ideal
0.42;61.6;56.0;1621;Ideal
0.42;61.8;56.0;1621;Ideal
0.54;62.8;57.0;1621;Ideal
0.7;60.0;59.0;1621;Premium
0.61;62.4;59.0;1622;Very Good
0.56;61.1;55.0;1622;Ideal
0.56;60.6;59.0;1622;Premium
0.59;62.9;55.0;1622;Very Good
0.59;62.9;56.0;1622;Ideal
0.52;60.6;58.0;1622;Premium
0.52;59.1;60.0;1622;Premium
0.59;62.8;59.0;1623;Very Good
0.51;61.8;54.0;1623;Ideal
0.5;61.2;63.0;1623;Very Good
0.5;61.7;56.0;1623;Ideal
0.62;58.8;63.0;1624;Very Good
0.5;61.3;60.0;1624;Premium
0.5;61.4;58.0;1624;Premium
0.5;61.8;58.0;1624;Premium
0.5;61.4;59.0;1624;Very Good
0.5;62.2;54.0;1624;Ideal
0.5;61.1;61.0;1624;Very Good
0.5;62.3;55.0;1624;Ideal
0.5;62.8;57.0;1624;Very Good
0.5;61.8;55.0;1624;Ideal
0.5;61.5;56.0;1624;Very Good
0.5;59.8;58.0;1624;Premium
0.5;59.4;60.0;1624;Very Good
0.5;62.7;54.0;1624;Very Good
0.5;62.3;60.0;1624;Premium
0.5;61.5;57.0;1624;Ideal
